entity,testlabel,modelname,correct,wrong,undefinied,documents
persons,orginal,12_EV-news400-llava_15_7b,0.68,0.32,-0.0,659
locations,orginal,12_EV-news400-llava_15_7b,0.64,0.36,0.0,484
events,orginal,12_EV-news400-llava_15_7b,0.7,0.3,0.0,46
