entity,testlabel,modelname,correct,wrong,undefinied,documents
locations,city,12_EV-mmg-blip2,0.24,0.72,0.04,137
locations,country,12_EV-mmg-blip2,0.34,0.56,0.1,199
locations,continent,12_EV-mmg-blip2,0.24,0.7,0.06,193
