entity,testlabel,modelname,correct,wrong,undefinied,documents
persons,orginal,01_EV-news400-instructBlip4,0.69,0.31,0.0,659
locations,orginal,01_EV-news400-instructBlip4,0.64,0.36,0.0,484
events,orginal,01_EV-news400-instructBlip4,0.8,0.2,-0.0,46
