entity,testlabel,modelname,correct,wrong,undefinied,documents
locations,city,12_EV-mmg-llava_15_7b,0.48,0.52,0.0,137
locations,continent,12_EV-mmg-llava_15_7b,0.27,0.73,0.0,193
locations,country,12_EV-mmg-llava_15_7b,0.7,0.3,0.0,199
