entity,testlabel,modelname,correct,wrong,undefinied,documents
persons,orginal,12_EV-news400-llava_16_7b,0.78,0.22,-0.0,659
locations,orginal,12_EV-news400-llava_16_7b,0.7,0.3,0.0,484
events,orginal,12_EV-news400-llava_16_7b,0.63,0.37,0.0,46
