entity,testlabel,modelname,correct,wrong,undefinied,documents
persons,orginal,212_EV_1xN-tamperednews-instructBlip2,0.79,0.21,-0.0,464
locations,orginal,212_EV_1xN-tamperednews-instructBlip2,0.69,0.29,0.02,607
events,orginal,212_EV_1xN-tamperednews-instructBlip2,0.31,0.68,0.01,134
