entity,testlabel,modelname,correct,wrong,undefinied,documents
persons,orginal,222_EV_1xN-news400-mantis2,0.8,0.2,-0.0,656
locations,orginal,222_EV_1xN-news400-mantis2,0.7,0.3,0.0,483
events,orginal,222_EV_1xN-news400-mantis2,0.22,0.76,0.02,46
