entity,testlabel,modelname,correct,wrong,undefinied,documents
persons,orginal,01_EV-news400-blip21,0.44,0.49,0.07,659
locations,orginal,01_EV-news400-blip21,0.39,0.57,0.04,484
events,orginal,01_EV-news400-blip21,0.59,0.35,0.06,46
