entity,testlabel,modelname,correct,wrong,undefinied,documents
persons,orginal,212_EV_1xN-news400-llava_16_7b0,0.23,0.77,0.0,656
locations,orginal,212_EV_1xN-news400-llava_16_7b0,0.35,0.59,0.06,483
events,orginal,212_EV_1xN-news400-llava_16_7b0,0.78,0.2,0.02,46
