entity,testlabel,modelname,correct,wrong,undefinied,documents
persons,orginal,01_EV-news400-blip25,0.39,0.55,0.06,659
locations,orginal,01_EV-news400-blip25,0.3,0.67,0.03,484
events,orginal,01_EV-news400-blip25,0.7,0.26,0.04,46
