entity,testlabel,modelname,correct,wrong,undefinied,documents
persons,orginal,211_EV_1x1-tamperednews-llava_15_7b,0.8,0.2,-0.0,504
locations,orginal,211_EV_1x1-tamperednews-llava_15_7b,0.72,0.28,0.0,607
events,orginal,211_EV_1x1-tamperednews-llava_15_7b,0.47,0.53,0.0,135
