entity,testlabel,modelname,correct,wrong,undefinied,documents
persons,orginal,IEV-tamperednews-llava_1_5_13b_answers,0.41,0.59,0.0,504
locations,orginal,IEV-tamperednews-llava_1_5_13b_answers,0.52,0.48,0.0,607
events,orginal,IEV-tamperednews-llava_1_5_13b_answers,0.7,0.3,0.0,135
