entity,testlabel,modelname,correct,wrong,undefinied,documents
persons,orginal,12_EV-news400-blip2,0.78,0.22,-0.0,659
locations,orginal,12_EV-news400-blip2,0.69,0.29,0.02,484
events,orginal,12_EV-news400-blip2,0.2,0.8,0.0,46
