entity,testlabel,modelname,correct,wrong,undefinied,documents
persons,orginal,01_EV-news400-llava1576,0.51,0.46,0.03,659
locations,orginal,01_EV-news400-llava1576,0.47,0.43,0.1,484
events,orginal,01_EV-news400-llava1576,0.67,0.11,0.22,46
