entity,testlabel,modelname,correct,wrong,undefinied,documents
persons,orginal,212_EV_1xN-tamperednews-llava_15_13b2,0.21,0.79,0.0,464
locations,orginal,212_EV_1xN-tamperednews-llava_15_13b2,0.28,0.72,0.0,607
events,orginal,212_EV_1xN-tamperednews-llava_15_13b2,0.73,0.26,0.01,134
