entity,testlabel,modelname,correct,wrong,undefinied,documents
persons,orginal,01_EV-news400-instructBlip0,0.73,0.27,0.0,659
locations,orginal,01_EV-news400-instructBlip0,0.72,0.28,0.0,484
events,orginal,01_EV-news400-instructBlip0,0.59,0.41,0.0,46
