entity,testlabel,modelname,correct,wrong,undefinied,documents
persons,orginal,EV-news400-llava_1_5_7b_answers,0.67,0.33,-0.0,659
locations,orginal,EV-news400-llava_1_5_7b_answers,0.58,0.42,0.0,484
events,orginal,EV-news400-llava_1_5_7b_answers,0.7,0.28,0.02,46
