entity,category,modelname,correct,wrong,undefinied,documents
continent,region-country,312_DV-mmg-instructBlip_base,0.7,0.28,0.02,200
continent,random,312_DV-mmg-instructBlip_base,0.73,0.23,0.04,200
continent,city-region,312_DV-mmg-instructBlip_base,0.77,0.21,0.02,200
continent,country-continent,312_DV-mmg-instructBlip_base,0.73,0.24,0.03,200
