entity,testlabel,modelname,correct,wrong,undefinied,documents
persons,orginal,212_EV_1xN-tamperednews-llava_15_13b,0.0,0.04,0.96,464
locations,orginal,212_EV_1xN-tamperednews-llava_15_13b,0.0,0.04,0.96,607
events,orginal,212_EV_1xN-tamperednews-llava_15_13b,0.0,0.01,0.99,134
