entity,testlabel,modelname,correct,wrong,undefinied,documents
persons,orginal,212_EV_1xN-tamperednews-blip22,0.24,0.76,0.0,464
locations,orginal,212_EV_1xN-tamperednews-blip22,0.28,0.72,0.0,607
events,orginal,212_EV_1xN-tamperednews-blip22,0.74,0.25,0.01,134
