entity,testlabel,modelname,correct,wrong,undefinied,documents
persons,orginal,212_EV_1xN-news400-llava_15_7b2,0.22,0.78,0.0,656
locations,orginal,212_EV_1xN-news400-llava_15_7b2,0.39,0.6,0.01,483
events,orginal,212_EV_1xN-news400-llava_15_7b2,0.8,0.2,-0.0,46
