entity,category,modelname,correct,wrong,undefinied,documents
continent,city-region,11_DV-mmg-instructBlip6,0.74,0.15,0.11,200
continent,region-country,11_DV-mmg-instructBlip6,0.68,0.23,0.09,200
continent,random,11_DV-mmg-instructBlip6,0.73,0.18,0.09,200
continent,country-continent,11_DV-mmg-instructBlip6,0.67,0.22,0.11,200
