entity,testlabel,modelname,correct,wrong,undefinied,documents
persons,orginal,01_EV-news400-instructBlip3,0.65,0.34,0.01,659
locations,orginal,01_EV-news400-instructBlip3,0.64,0.36,0.0,484
events,orginal,01_EV-news400-instructBlip3,0.87,0.13,0.0,46
