entity,testlabel,modelname,correct,wrong,undefinied,documents
persons,orginal,EV-tamperednews-instructBlip_answers,0.83,0.17,0.0,508
locations,orginal,EV-tamperednews-instructBlip_answers,0.82,0.18,0.0,608
events,orginal,EV-tamperednews-instructBlip_answers,0.67,0.33,-0.0,138
