entity,testlabel,modelname,correct,wrong,undefinied,documents
persons,orginal,12_EV-tamperednews-llava_15_13b,0.52,0.48,0.0,504
locations,orginal,12_EV-tamperednews-llava_15_13b,0.66,0.34,-0.0,607
events,orginal,12_EV-tamperednews-llava_15_13b,0.74,0.26,0.0,135
