entity,testlabel,modelname,correct,wrong,undefinied,documents
persons,orginal,01_EV-news400-llava1572,0.33,0.66,0.01,659
locations,orginal,01_EV-news400-llava1572,0.49,0.51,0.0,484
events,orginal,01_EV-news400-llava1572,0.74,0.17,0.09,46
