entity,testlabel,modelname,correct,wrong,undefinied,documents
persons,orginal,12_EV-tamperednews-llava_16_7b,0.81,0.19,-0.0,504
locations,orginal,12_EV-tamperednews-llava_16_7b,0.74,0.26,0.0,607
events,orginal,12_EV-tamperednews-llava_16_7b,0.69,0.31,0.0,135
