entity,testlabel,modelname,correct,wrong,undefinied,documents
persons,orginal,212_EV_1xN-news400-llava_15_7b1,0.41,0.57,0.02,656
locations,orginal,212_EV_1xN-news400-llava_15_7b1,0.33,0.67,-0.0,483
events,orginal,212_EV_1xN-news400-llava_15_7b1,0.8,0.2,-0.0,46
