entity,testlabel,modelname,correct,wrong,undefinied,documents
persons,orginal,01_EV-news400-llava1574,0.64,0.36,0.0,659
locations,orginal,01_EV-news400-llava1574,0.66,0.34,-0.0,484
events,orginal,01_EV-news400-llava1574,0.67,0.33,-0.0,46
