entity,testlabel,modelname,correct,wrong,undefinied,documents
persons,orginal,212_EV_1xN-tamperednews-llava_15_13b1,0.25,0.74,0.01,464
locations,orginal,212_EV_1xN-tamperednews-llava_15_13b1,0.31,0.68,0.01,607
events,orginal,212_EV_1xN-tamperednews-llava_15_13b1,0.72,0.27,0.01,134
