entity,testlabel,modelname,correct,wrong,undefinied,documents
persons,orginal,212_EV_1xN-tamperednews-llava_16_7b,0.0,0.16,0.84,464
locations,orginal,212_EV_1xN-tamperednews-llava_16_7b,0.0,0.02,0.98,607
events,orginal,212_EV_1xN-tamperednews-llava_16_7b,0.0,0.04,0.96,134
